Bedford,Date,Station,Latitude,Longitude,Depth,density (CTD S & Lab T),CTD_Temp1,CTD_Temp2,CTD_Salt1,CTD_Salt2,TOxN to submit umol/l,TOxN to submit umol/kg,TOxN_Flag,Si_to submit umol/l,Si_to submit umol/kg,Silicate_Flag,Nitrite umol/l,Nitrite umol/kg,Nitrite_Flag,Phosphate_MI umol/l,Phosphate umol/kg,Phosphate_Flag,Nitrate umol/l,Nitrate umol/kg,Nitrate_Flag,,,,,
100661,13/05/2017,39,46.65416667,-28.4375,1000.522,1024.787578,6.0507,6.0741,35.0322,35.0328,22.27,21.74,4,13.85,13.51,2,<0.01,<0.01,2,1.39,1.36,2,22.26,21.73,4,,,,,
100662,13/05/2017,39,46.65416667,-28.4375,799.082,1024.865772,8.2789,8.2914,35.1347,35.1353,20.20,19.71,2,11.48,11.20,2,<0.01,<0.01,2,1.36,1.33,2,20.19,19.70,2,,,,,
100663,13/05/2017,39,46.65416667,-28.4375,649.558,1024.960221,10.0091,10.02,35.2585,35.2591,16.20,15.80,2,8.01,7.82,2,<0.01,<0.01,2,1.10,1.07,2,16.19,15.79,2,,,,,
100664,13/05/2017,39,46.65416667,-28.4375,550.962,1025.036746,10.7926,10.7924,35.3588,35.3589,13.91,13.57,2,5.88,5.73,2,<0.01,<0.01,2,0.94,0.92,2,13.90,13.56,2,,,,,
100665,13/05/2017,39,46.65416667,-28.4375,450.948,1025.13258,11.6693,11.678,35.4844,35.4853,12.62,12.31,2,5.15,5.03,2,<0.04,<0.04,2,0.81,0.79,2,12.58,12.27,2,,,,,
100666,13/05/2017,39,46.65416667,-28.4375,351.283,1025.157989,12.1566,12.1556,35.5177,35.5176,12.74,12.43,2,2.24,2.18,3,<0.04,<0.04,2,0.65,0.63,2,12.70,12.39,2,,,,,
100667,13/05/2017,39,46.65416667,-28.4375,249.881,1025.273748,13.0374,13.0285,35.6694,35.6683,11.01,10.73,2,4.67,4.55,2,<0.04,<0.04,2,0.65,0.63,2,10.97,10.70,2,,,,,
100668,13/05/2017,39,46.65416667,-28.4375,199.863,1025.311675,13.4077,13.4053,35.7191,35.7191,11.21,10.93,2,4.31,4.20,2,<0.04,<0.04,2,0.68,0.67,2,11.17,10.89,2,,,,,
100669,13/05/2017,39,46.65416667,-28.4375,150.538,1025.368225,13.8531,13.8547,35.7932,35.7935,8.33,8.12,2,3.95,3.85,3,0.05,0.04,2,0.53,0.52,2,8.28,8.08,2,,,,,
100670,13/05/2017,39,46.65416667,-28.4375,100.406,1025.376848,13.9913,13.9922,35.8045,35.8058,5.88,5.73,2,3.19,3.11,2,0.12,0.11,2,0.31,0.30,2,5.76,5.62,2,,,,,
100671,13/05/2017,39,46.65416667,-28.4375,68.796,1025.457594,14.5509,14.5528,35.9103,35.9107,5.10,4.97,2,2.01,1.96,2,0.18,0.18,2,0.34,0.33,2,4.92,4.80,2,,,,,
100672,13/05/2017,39,46.65416667,-28.4375,40.469,1025.458891,14.5672,14.5669,35.912,35.9125,5.07,4.94,2,1.88,1.84,2,0.19,0.19,2,0.31,0.30,2,4.88,4.76,2,,,,,
100673,13/05/2017,39,46.65416667,-28.4375,10.728,1025.45416,14.5657,14.5651,35.9058,35.9067,5.06,4.93,2,2.12,2.06,2,0.18,0.17,2,0.31,0.30,2,4.88,4.76,2,,,,,
100674,14/05/2017,40,46.766,-27.72733333,1581.815,1024.706795,3.9223,3.9249,34.9263,34.9267,18.91,18.46,2,12.29,11.99,2,<0.01,<0.01,2,1.24,1.21,2,18.90,18.45,2,,,,,
100675,14/05/2017,40,46.766,-27.72733333,1571.625,1024.709084,4.0936,4.0976,34.9293,34.9296,18.46,18.01,2,11.71,11.43,2,<0.01,<0.01,2,1.25,1.22,2,18.45,18.00,2,,,,,
100676,14/05/2017,40,46.766,-27.72733333,1499.074,1024.710457,4.1433,4.1439,34.9311,34.9313,18.37,17.93,2,11.61,11.33,2,<0.04,<0.04,2,1.24,1.21,2,18.33,17.89,2,,,,,
100677,14/05/2017,40,46.766,-27.72733333,1399.579,1024.712898,4.1919,4.1925,34.9343,34.9344,18.26,17.82,2,11.51,11.24,2,<0.01,<0.01,2,1.24,1.21,2,18.25,17.81,2,,,,,
100678,14/05/2017,40,46.766,-27.72733333,1349.527,1024.719992,4.3548,4.3554,34.9436,34.9438,18.25,17.81,2,11.29,11.02,2,<0.01,<0.01,2,1.23,1.20,2,18.24,17.80,2,,,,,
100679,14/05/2017,40,46.766,-27.72733333,1300.334,1024.72556,4.4567,4.458,34.9509,34.9514,18.57,18.12,2,11.43,11.15,2,<0.01,<0.01,2,1.26,1.23,2,18.56,18.11,2,,,,,
100680,14/05/2017,40,46.766,-27.72733333,1251.008,1024.733722,4.5832,4.5836,34.9616,34.9618,19.39,18.92,2,11.54,11.26,2,<0.01,<0.01,2,1.27,1.24,2,19.38,18.91,2,,,,,
100681,14/05/2017,40,46.766,-27.72733333,1199.676,1024.73891,4.667,4.6679,34.9684,34.9688,18.71,18.26,2,11.49,11.21,2,<0.01,<0.01,2,1.27,1.24,2,18.70,18.25,2,,,,,
100682,14/05/2017,40,46.766,-27.72733333,1118.241,1024.749589,4.8589,4.8609,34.9824,34.9827,18.90,18.44,2,11.56,11.28,2,<0.01,<0.01,2,1.27,1.24,2,18.89,18.43,2,,,,,
100683,14/05/2017,40,46.766,-27.72733333,1079.877,1024.745088,4.978,4.9789,34.9765,34.9771,19.12,18.66,2,11.68,11.40,2,<0.04,<0.04,2,1.29,1.26,2,19.08,18.62,2,,,,,
100684,14/05/2017,40,46.766,-27.72733333,959.681,1024.828162,6.0994,6.101,35.0854,35.0857,18.88,18.42,2,11.83,11.54,2,<0.04,<0.04,2,1.32,1.29,2,18.84,18.38,2,,,,,
100685,14/05/2017,40,46.766,-27.72733333,859.131,1024.831977,6.673,6.6765,35.0904,35.0906,19.30,18.84,2,12.07,11.78,2,<0.04,<0.04,2,1.37,1.33,2,19.26,18.80,2,,,,,
100686,14/05/2017,40,46.766,-27.72733333,800.149,1024.855168,7.4144,7.4144,35.1208,35.1211,19.47,19.00,2,11.92,11.63,3,<0.01,<0.01,2,1.34,1.31,2,19.46,18.99,2,,,,,
100687,14/05/2017,40,46.766,-27.72733333,698.015,1024.870197,8.4115,8.414,35.1405,35.1407,19.21,18.75,2,11.06,10.79,2,<0.04,<0.04,2,1.33,1.30,2,19.17,18.71,2,,,,,
100688,14/05/2017,40,46.766,-27.72733333,624.75,1024.907579,9.3406,9.3367,35.1895,35.1897,18.86,18.40,2,10.55,10.29,2,<0.01,<0.01,2,1.27,1.24,2,18.85,18.39,2,,,,,
100689,14/05/2017,40,46.766,-27.72733333,559.847,1024.978455,10.234,10.2427,35.2824,35.2839,15.64,15.26,2,7.85,7.65,2,<0.04,<0.04,2,1.12,1.09,2,15.60,15.22,2,,,,,
100690,14/05/2017,40,46.766,-27.72733333,499.791,1025.062001,11.0747,11.0751,35.3919,35.3915,14.14,13.80,2,6.99,6.81,2,<0.04,<0.04,2,1.02,0.99,2,14.10,13.76,2,,,,,
100691,14/05/2017,40,46.766,-27.72733333,400.21,1025.1718,12.1119,12.1065,35.5358,35.5351,11.83,11.54,2,4.71,4.59,2,<0.04,<0.04,2,0.85,0.83,2,11.79,11.50,2,,,,,
100692,14/05/2017,40,46.766,-27.72733333,326.317,1025.223536,12.5747,12.5726,35.6036,35.6038,10.22,9.97,2,4.02,3.92,2,<0.04,<0.04,2,0.70,0.68,2,10.18,9.93,2,,,,,
100693,14/05/2017,40,46.766,-27.72733333,201.107,1025.318086,13.4059,13.4026,35.7275,35.7272,8.56,8.35,2,2.82,2.75,2,<0.04,<0.04,2,0.54,0.52,2,8.52,8.31,2,,,,,
100694,14/05/2017,40,46.766,-27.72733333,98.951,1025.420579,14.2564,14.2565,35.8618,35.8619,5.72,5.58,2,2.24,2.19,2,0.24,0.23,2,0.36,0.35,2,5.49,5.35,2,,,,,
100695,14/05/2017,40,46.766,-27.72733333,61.036,1025.455304,14.4697,14.4691,35.9073,35.9076,4.63,4.52,2,1.67,1.62,2,0.24,0.23,2,0.29,0.28,2,4.40,4.29,2,,,,,
100696,14/05/2017,40,46.766,-27.72733333,34.714,1025.455686,14.482,14.4773,35.9078,35.9079,4.83,4.71,2,1.97,1.92,2,0.26,0.25,2,0.29,0.28,2,4.57,4.46,2,,,,,
100697,14/05/2017,40,46.766,-27.72733333,11.018,1025.4305,14.4176,14.4169,35.8748,35.8757,4.53,4.41,2,1.82,1.78,3,0.22,0.22,2,0.28,0.28,2,4.30,4.20,2,,,,,
100698,14/05/2017,41,46.879,-27.01633333,2023.813,1024.707711,3.6161,3.6169,34.9275,34.9272,18.16,17.73,2,15.22,14.85,2,<0.01,<0.01,2,1.25,1.22,2,18.15,17.72,2,,,,,
100699,14/05/2017,41,46.879,-27.01633333,2015.188,1024.707787,3.6,3.6027,34.9276,34.9273,17.71,17.28,2,14.92,14.56,2,<0.01,<0.01,2,1.24,1.21,2,17.70,17.27,2,,,,,
100700,14/05/2017,41,46.879,-27.01633333,1799.654,1024.708321,3.7132,3.714,34.9283,34.9281,18.15,17.71,2,13.91,13.57,2,<0.01,<0.01,2,1.24,1.21,2,18.14,17.70,2,,,,,
100701,14/05/2017,41,46.879,-27.01633333,1799.233,1024.708397,3.7135,3.7139,34.9284,34.9282,18.14,17.70,2,14.33,13.99,2,<0.01,<0.01,2,1.24,1.21,2,18.13,17.69,2,,,,,
100702,14/05/2017,41,46.879,-27.01633333,1698.715,1024.708626,3.776,3.7747,34.9287,34.9285,17.65,17.22,2,13.06,12.74,2,<0.01,<0.01,2,1.25,1.21,2,17.64,17.21,2,,,,,
100703,14/05/2017,41,46.879,-27.01633333,1598.172,1024.708321,3.8785,3.8795,34.9283,34.9283,17.45,17.03,2,13.16,12.84,2,<0.01,<0.01,2,1.25,1.22,2,17.44,17.02,2,,,,,
100704,14/05/2017,41,46.879,-27.01633333,1550.431,1024.707787,3.9356,3.936,34.9276,34.9277,16.50,16.10,2,12.14,11.85,2,<0.01,<0.01,2,1.26,1.23,2,16.49,16.09,2,,,,,
100705,14/05/2017,41,46.879,-27.01633333,1399.636,1024.705193,4.0352,4.036,34.9242,34.9244,16.28,15.89,2,11.94,11.65,2,<0.01,<0.01,2,1.25,1.22,2,16.27,15.88,2,,,,,
100706,14/05/2017,41,46.879,-27.01633333,1300.141,1024.709694,4.1331,4.1334,34.9301,34.9303,16.45,16.06,2,11.18,10.91,2,<0.04,<0.04,2,1.26,1.22,2,16.41,16.02,2,,,,,
100707,14/05/2017,41,46.879,-27.01633333,1200.116,1024.720144,4.3344,4.3349,34.9438,34.9441,16.77,16.37,2,11.50,11.23,2,<0.01,<0.01,2,1.28,1.25,2,16.76,16.36,2,,,,,
100708,14/05/2017,41,46.879,-27.01633333,1099.536,1024.734409,4.5487,4.5496,34.9625,34.9629,16.64,16.24,2,10.25,10.01,2,<0.01,<0.01,2,1.25,1.22,2,16.63,16.23,2,,,,,
100709,14/05/2017,41,46.879,-27.01633333,999.643,1024.744478,4.7407,4.7432,34.9757,34.9762,17.36,16.94,2,11.04,10.77,2,<0.01,<0.01,2,1.26,1.23,2,17.35,16.93,2,,,,,
100710,14/05/2017,41,46.879,-27.01633333,898.879,1024.766524,5.2337,5.2342,35.0046,35.0051,17.30,16.88,2,10.40,10.15,2,<0.01,<0.01,2,1.28,1.25,2,17.29,16.87,2,,,,,
100711,14/05/2017,41,46.879,-27.01633333,848.856,1024.762328,5.4769,5.4753,34.9991,34.9997,18.20,17.76,2,11.46,11.18,2,<0.01,<0.01,2,1.31,1.28,2,18.19,17.75,2,,,,,
100712,14/05/2017,41,46.879,-27.01633333,749.547,1024.781628,6.2892,6.2931,35.0244,35.0242,18.45,18.01,2,10.85,10.59,2,<0.01,<0.01,2,1.35,1.32,2,18.44,18.00,2,,,,,
100713,14/05/2017,41,46.879,-27.01633333,649.718,1024.738299,6.7161,6.7125,34.9676,34.968,19.34,18.88,2,11.82,11.54,2,<0.01,<0.01,2,1.39,1.36,2,19.33,18.87,2,,,,,
100714,14/05/2017,41,46.879,-27.01633333,548.74,1024.859516,8.5576,8.5606,35.1265,35.1256,18.23,17.78,2,9.87,9.63,2,<0.01,<0.01,2,1.30,1.27,2,18.22,17.77,2,,,,,
100715,14/05/2017,41,46.879,-27.01633333,460.977,1024.930314,9.6903,9.6928,35.2193,35.2194,18.15,17.71,2,9.82,9.58,2,<0.01,<0.01,2,1.26,1.23,2,18.14,17.70,2,,,,,
100716,14/05/2017,41,46.879,-27.01633333,350.375,1025.04903,10.9713,10.9708,35.3749,35.3748,14.10,13.75,2,6.47,6.31,2,<0.01,<0.01,2,0.99,0.97,2,14.09,13.74,2,,,,,
100717,14/05/2017,41,46.879,-27.01633333,248.997,1025.139905,11.8924,11.8972,35.494,35.4941,11.49,11.20,2,4.71,4.59,2,<0.01,<0.01,2,0.78,0.76,2,11.48,11.20,2,,,,,
100718,14/05/2017,41,46.879,-27.01633333,150.378,1025.258181,12.8653,12.8667,35.649,35.6497,9.94,9.70,2,3.27,3.19,3,<0.04,<0.04,2,0.56,0.55,2,9.90,9.66,2,,,,,
100719,14/05/2017,41,46.879,-27.01633333,98.558,1025.293284,13.255,13.2483,35.695,35.6929,7.20,7.02,2,2.35,2.29,2,0.17,0.17,2,0.45,0.44,2,7.03,6.85,2,,,,,
100720,14/05/2017,41,46.879,-27.01633333,44.076,1025.352046,14.0664,14.0663,35.772,35.772,3.90,3.80,3,1.40,1.37,3,0.16,0.15,2,0.19,0.19,2,3.74,3.65,3,,,,,
100721,14/05/2017,41,46.879,-27.01633333,9.37,1025.373338,14.1736,14.1748,35.7999,35.8009,4.20,4.09,2,1.66,1.62,2,0.16,0.16,2,0.27,0.26,2,4.04,3.94,2,,,,,
100722,14/05/2017,42,46.99016667,-26.30183333,3005.619,1024.714728,2.9218,2.9227,34.9367,34.936,18.69,18.23,2,27.09,26.44,2,<0.01,<0.01,2,1.32,1.28,2,18.68,18.23,2,,,,,
100723,14/05/2017,42,46.99016667,-26.30183333,2900.719,1024.714195,2.9756,2.9771,34.936,34.9353,18.08,17.64,2,24.47,23.88,2,<0.01,<0.01,2,1.29,1.25,2,18.07,17.63,2,,,,,
100724,14/05/2017,42,46.99016667,-26.30183333,2701.217,1024.71183,3.079,3.0807,34.9329,34.9325,17.53,17.11,2,20.74,20.24,2,<0.01,<0.01,2,1.27,1.24,2,17.52,17.10,2,,,,,
100725,14/05/2017,42,46.99016667,-26.30183333,2499.27,1024.709923,3.2111,3.2117,34.9304,34.93,17.29,16.87,2,17.72,17.29,2,<0.01,<0.01,2,1.25,1.22,2,17.28,16.86,2,,,,,
100726,14/05/2017,42,46.99016667,-26.30183333,2301.691,1024.708474,3.3254,3.3262,34.9285,34.9284,16.71,16.31,2,14.55,14.20,2,<0.01,<0.01,2,1.22,1.19,2,16.70,16.30,2,,,,,
100727,14/05/2017,42,46.99016667,-26.30183333,2099.344,1024.707634,3.4363,3.4368,34.9274,34.9274,17.01,16.60,2,14.35,14.00,2,<0.01,<0.01,2,1.22,1.19,2,17.00,16.59,2,,,,,
100728,14/05/2017,42,46.99016667,-26.30183333,1898.985,1024.706795,3.5811,3.5819,34.9263,34.9263,16.49,16.09,2,11.69,11.40,2,<0.01,<0.01,2,1.19,1.16,2,16.48,16.08,2,,,,,
100729,14/05/2017,42,46.99016667,-26.30183333,1699.356,1024.706948,3.7689,3.7701,34.9265,34.9268,17.06,16.65,2,11.81,11.53,2,<0.01,<0.01,2,1.19,1.17,2,17.05,16.64,2,,,,,
100730,14/05/2017,42,46.99016667,-26.30183333,1499.863,1024.707787,3.8984,3.8992,34.9276,34.9283,16.42,16.02,2,10.95,10.68,3,<0.01,<0.01,2,1.18,1.16,2,16.41,16.01,2,,,,,
100731,14/05/2017,42,46.99016667,-26.30183333,1298.398,1024.711906,4.0912,4.093,34.933,34.9336,16.66,16.26,2,10.27,10.02,2,<0.01,<0.01,2,1.20,1.17,2,16.65,16.25,2,,,,,
100732,14/05/2017,42,46.99016667,-26.30183333,1098.876,1024.730061,4.4522,4.4534,34.9568,34.9575,16.59,16.19,2,10.08,9.84,2,<0.01,<0.01,2,1.19,1.16,2,16.58,16.18,2,,,,,
100733,14/05/2017,42,46.99016667,-26.30183333,999.865,1024.759048,4.865,4.8624,34.9948,34.9951,17.04,16.63,2,10.31,10.06,2,<0.01,<0.01,2,1.22,1.19,2,17.03,16.62,2,,,,,
100734,14/05/2017,42,46.99016667,-26.30183333,900.09,1024.797724,5.3551,5.354,35.0455,35.0454,17.21,16.80,2,10.70,10.44,3,<0.04,<0.04,2,1.23,1.20,2,17.17,16.76,2,,,,,
100735,14/05/2017,42,46.99016667,-26.30183333,800.302,1024.814965,5.8132,5.8126,35.0681,35.0691,18.03,17.59,2,10.78,10.52,2,<0.01,<0.01,2,1.27,1.24,2,18.02,17.58,2,,,,,
100736,14/05/2017,42,46.99016667,-26.30183333,700.434,1024.846471,6.5321,6.5325,35.1094,35.1094,,,9,,,9,,,9,,,9,,,9,,,,,
100737,14/05/2017,42,46.99016667,-26.30183333,600.914,1024.829383,7.2927,7.2926,35.087,35.0878,18.35,17.91,2,11.44,11.16,2,<0.01,<0.01,2,1.30,1.27,2,18.34,17.90,2,,,,,
100738,14/05/2017,42,46.99016667,-26.30183333,500.19,1024.834799,8.2206,8.218,35.0941,35.0949,17.89,17.46,2,10.04,9.80,2,<0.01,<0.01,2,1.28,1.25,2,17.88,17.45,2,,,,,
100739,14/05/2017,42,46.99016667,-26.30183333,402.622,1024.874698,9.273,9.2998,35.1464,35.1473,17.19,16.77,2,9.43,9.20,2,<0.01,<0.01,2,1.17,1.14,2,17.18,16.76,2,,,,,
100740,14/05/2017,42,46.99016667,-26.30183333,300.835,1024.985551,10.6429,10.6458,35.2917,35.2925,13.49,13.16,2,6.41,6.26,2,<0.01,<0.01,2,0.95,0.93,2,13.48,13.15,2,,,,,
100741,14/05/2017,42,46.99016667,-26.30183333,201.585,1025.020571,11.3121,11.3127,35.3376,35.3386,9.04,8.82,2,3.06,2.98,2,<0.04,<0.04,2,0.47,0.46,2,9.00,8.78,2,,,,,
100742,14/05/2017,42,46.99016667,-26.30183333,100.33,1025.075124,11.8153,11.8156,35.4091,35.4098,7.99,7.79,2,3.17,3.09,3,<0.04,<0.04,2,0.54,0.52,2,7.95,7.75,2,,,,,
100743,14/05/2017,42,46.99016667,-26.30183333,60.225,1025.09832,12.2437,12.244,35.4395,35.4386,6.92,6.75,2,2.39,2.33,2,0.26,0.26,2,0.48,0.47,2,6.65,6.49,2,,,,,
100744,14/05/2017,42,46.99016667,-26.30183333,35.996,1025.091758,12.5561,12.5628,35.4309,35.4308,4.98,4.85,2,1.41,1.37,2,0.27,0.27,2,0.38,0.37,2,4.70,4.59,2,,,,,
100745,14/05/2017,42,46.99016667,-26.30183333,10.912,1025.024843,12.8485,12.8484,35.3432,35.344,2.37,2.31,2,<0.03,<0.03,2,0.14,0.14,2,0.19,0.19,2,2.22,2.17,2,,,,,
100746,15/05/2017,43,47.10233333,-25.58683333,3371.651,1024.711448,2.7404,2.7407,34.9324,34.9314,20.44,19.94,2,34.48,33.65,2,<0.04,<0.04,2,1.42,1.39,2,20.40,19.90,2,,,,,
100747,15/05/2017,43,47.10233333,-25.58683333,3301.067,1024.711982,2.749,2.7512,34.9331,34.9322,19.55,19.08,2,33.65,32.84,2,<0.04,<0.04,2,1.41,1.37,2,19.51,19.04,2,,,,,
100748,15/05/2017,43,47.10233333,-25.58683333,3200.9,1024.713508,2.8069,2.8078,34.9351,34.9344,19.16,18.70,2,31.12,30.37,2,<0.04,<0.04,2,1.38,1.34,2,19.12,18.66,2,,,,,
100749,15/05/2017,43,47.10233333,-25.58683333,2999.332,1024.714576,2.8737,2.8748,34.9365,34.9359,18.19,17.75,2,26.47,25.83,2,<0.01,<0.01,2,1.32,1.29,2,18.18,17.74,2,,,,,
100750,15/05/2017,43,47.10233333,-25.58683333,2800.836,1024.714576,2.9423,2.9434,34.9365,34.9362,17.63,17.20,2,22.86,22.31,2,<0.01,<0.01,2,1.30,1.26,2,17.62,17.19,2,,,,,
100751,15/05/2017,43,47.10233333,-25.58683333,2600.715,1024.713737,3.0462,3.0468,34.9354,34.9351,17.93,17.50,2,21.64,21.11,2,<0.01,<0.01,2,1.26,1.23,2,17.92,17.49,2,,,,,
100752,15/05/2017,43,47.10233333,-25.58683333,2399.735,1024.710762,3.1795,3.1803,34.9315,34.9312,17.24,16.82,2,16.96,16.55,3,<0.01,<0.01,2,1.22,1.19,2,17.23,16.81,2,,,,,
100753,15/05/2017,43,47.10233333,-25.58683333,2199.523,1024.707329,3.3199,3.3213,34.927,34.927,17.80,17.37,2,15.98,15.59,2,<0.01,<0.01,2,1.23,1.20,2,17.79,17.36,2,,,,,
100754,15/05/2017,43,47.10233333,-25.58683333,2000.12,1024.706261,3.4641,3.4642,34.9256,34.9255,17.79,17.36,2,14.71,14.35,2,<0.01,<0.01,2,1.21,1.18,2,17.78,17.36,2,,,,,
100755,15/05/2017,43,47.10233333,-25.58683333,1800.749,1024.706643,3.6324,3.6331,34.9261,34.9262,17.86,17.43,2,13.77,13.44,2,<0.04,<0.04,2,1.22,1.19,2,17.82,17.39,2,,,,,
100756,15/05/2017,43,47.10233333,-25.58683333,1601.225,1024.70794,3.824,3.8241,34.9278,34.9281,17.92,17.49,2,13.10,12.78,2,<0.04,<0.04,2,1.23,1.20,2,17.88,17.45,2,,,,,
100757,15/05/2017,43,47.10233333,-25.58683333,1398.882,1024.71183,4.014,4.0147,34.9329,34.9332,17.39,16.98,2,11.85,11.57,2,<0.01,<0.01,2,1.21,1.18,2,17.38,16.97,2,,,,,
100758,15/05/2017,43,47.10233333,-25.58683333,1199.545,1024.72228,4.2508,4.2524,34.9466,34.9471,16.92,16.51,2,10.55,10.30,2,<0.04,<0.04,2,1.21,1.18,2,16.88,16.47,2,,,,,
100759,15/05/2017,43,47.10233333,-25.58683333,999.79,1024.742113,4.6006,4.601,34.9726,34.9732,17.97,17.54,2,11.47,11.19,2,<0.04,<0.04,2,1.22,1.19,2,17.93,17.50,2,,,,,
100760,15/05/2017,43,47.10233333,-25.58683333,900.47,1024.760726,5.0399,5.0399,34.997,34.9976,17.88,17.45,2,11.58,11.30,2,<0.04,<0.04,2,1.25,1.22,2,17.84,17.41,2,,,,,
100761,15/05/2017,43,47.10233333,-25.58683333,800.22,1024.802759,5.6747,5.6739,35.0521,35.0528,17.37,16.95,2,10.50,10.25,2,<0.04,<0.04,2,1.25,1.22,2,17.33,16.91,2,,,,,
100762,15/05/2017,43,47.10233333,-25.58683333,599.665,1024.802606,6.8604,6.8651,35.0519,35.0525,18.65,18.20,2,11.60,11.32,2,<0.04,<0.04,2,1.32,1.29,2,18.61,18.16,2,,,,,
100763,15/05/2017,43,47.10233333,-25.58683333,500.315,1024.757675,7.3267,7.3273,34.993,34.9938,19.66,19.18,2,12.22,11.92,2,<0.04,<0.04,2,1.36,1.32,2,19.62,19.14,2,,,,,
100764,15/05/2017,43,47.10233333,-25.58683333,400.064,1024.82923,8.7841,8.7826,35.0868,35.087,17.57,17.15,2,9.67,9.43,2,<0.04,<0.04,2,1.24,1.21,2,17.53,17.11,2,,,,,
100765,15/05/2017,43,47.10233333,-25.58683333,348.435,1024.87691,9.3871,9.3885,35.1493,35.15,17.91,17.48,2,9.88,9.64,2,<0.04,<0.04,2,1.19,1.17,2,17.87,17.44,2,,,,,
100766,15/05/2017,43,47.10233333,-25.58683333,199.644,1025.022326,11.0317,11.0312,35.3399,35.3402,12.21,11.91,2,5.52,5.38,2,<0.04,<0.04,2,0.83,0.81,2,12.17,11.88,2,,,,,
100767,15/05/2017,43,47.10233333,-25.58683333,100.798,1025.061848,11.7953,11.795,35.3917,35.3925,7.96,7.76,2,3.06,2.98,2,<0.04,<0.04,2,0.54,0.53,2,7.92,7.72,2,,,,,
100768,15/05/2017,43,47.10233333,-25.58683333,39.464,1025.084433,12.5882,12.5906,35.4213,35.4211,4.88,4.76,2,1.11,1.08,2,0.27,0.26,2,0.37,0.36,2,4.61,4.50,2,,,,,
100769,15/05/2017,43,47.10233333,-25.58683333,10.438,1025.03171,12.9967,12.997,35.3522,35.353,2.32,2.26,2,<0.38,<0.38,2,0.12,0.12,2,<0.16,<0.16,2,2.20,2.15,2,,,,,
100770,15/05/2017,44,47.2145,-24.873,3073.085,1024.715415,2.9199,2.9203,34.9376,34.937,18.74,18.29,2,28.08,27.40,2,<0.01,<0.01,2,1.31,1.28,2,18.73,18.28,2,,,,,
100771,15/05/2017,44,47.2145,-24.873,3065.283,1024.715491,2.9177,2.9185,34.9377,34.9371,18.67,18.22,2,27.60,26.93,2,<0.01,<0.01,2,1.32,1.29,2,18.66,18.21,2,,,,,
100772,15/05/2017,44,47.2145,-24.873,2902.328,1024.715415,2.95,2.9503,34.9376,34.9371,18.55,18.10,2,25.87,25.24,2,<0.01,<0.01,2,1.30,1.27,2,18.54,18.09,2,,,,,
100773,15/05/2017,44,47.2145,-24.873,2700.802,1024.714271,3.038,3.0387,34.9361,34.9357,17.41,16.99,2,20.30,19.81,2,<0.01,<0.01,2,1.25,1.22,2,17.40,16.98,2,,,,,
100774,15/05/2017,44,47.2145,-24.873,2500.892,1024.710991,3.1586,3.1593,34.9318,34.9315,17.64,17.22,2,17.71,17.29,2,<0.01,<0.01,2,1.24,1.21,2,17.63,17.21,2,,,,,
100775,15/05/2017,44,47.2145,-24.873,2298.952,1024.70794,3.2709,3.2716,34.9278,34.9278,16.36,15.96,2,14.46,14.12,3,<0.01,<0.01,2,1.19,1.16,2,16.35,15.95,2,,,,,
100776,15/05/2017,44,47.2145,-24.873,2099.253,1024.705575,3.426,3.4267,34.9247,34.9247,16.59,16.19,2,13.09,12.78,2,<0.01,<0.01,2,1.20,1.17,2,16.58,16.18,2,,,,,
100777,15/05/2017,44,47.2145,-24.873,1900.155,1024.706109,3.5719,3.5724,34.9254,34.9254,16.79,16.38,2,13.23,12.91,2,<0.01,<0.01,2,1.20,1.17,2,16.78,16.37,2,,,,,
100778,15/05/2017,44,47.2145,-24.873,1700.329,1024.706948,3.7243,3.7258,34.9265,34.9267,16.49,16.09,2,11.63,11.34,2,<0.01,<0.01,2,1.21,1.18,2,16.48,16.08,2,,,,,
100779,15/05/2017,44,47.2145,-24.873,1400.215,1024.708245,3.9551,3.9552,34.9282,34.9287,17.41,16.99,2,12.04,11.75,2,<0.01,<0.01,2,1.20,1.17,2,17.40,16.98,2,,,,,
100780,15/05/2017,44,47.2145,-24.873,1299.195,1024.713203,4.1053,4.1089,34.9347,34.9352,16.91,16.50,2,10.71,10.45,2,<0.01,<0.01,2,1.20,1.17,2,16.90,16.49,2,,,,,
100781,15/05/2017,44,47.2145,-24.873,1100.109,1024.737689,4.5152,4.5159,34.9668,34.9675,17.96,17.52,2,11.96,11.67,2,<0.01,<0.01,2,1.23,1.20,2,17.95,17.51,2,,,,,
100782,15/05/2017,44,47.2145,-24.873,900.817,1024.782696,5.2643,5.2678,35.0258,35.0266,17.77,17.34,2,11.34,11.07,2,<0.01,<0.01,2,1.25,1.22,2,17.76,17.33,2,,,,,
100783,15/05/2017,44,47.2145,-24.873,802.152,1024.803293,5.8357,5.8358,35.0528,35.0535,18.88,18.43,2,12.10,11.81,2,<0.01,<0.01,2,1.29,1.26,2,18.87,18.42,2,,,,,
100784,15/05/2017,44,47.2145,-24.873,699.044,1024.790248,6.3886,6.3938,35.0357,35.0364,19.36,18.89,2,12.18,11.88,2,<0.04,<0.04,2,1.32,1.29,2,19.32,18.85,2,,,,,
